Record_ID,Person_ID,Loan_Type,Loan_Amount,Loan_Date,Loan_Term_Months,Status,Lender
REC000351,PER00139,Education Loan,43,2019-04-09,36,Defaulted,IDBI Bank
REC000352,PER00139,Home Loan,220,2012-02-28,180,Defaulted,Canara Bank
REC000353,PER00139,Car Loan,145,2016-11-15,48,Repaid,Yes Bank
REC000354,PER00139,Home Loan,418,2024-02-21,180,Active,Bank of Baroda
REC000355,PER00139,Home Loan,354,2019-09-01,120,Defaulted,Union Bank
REC000356,PER00140,Personal Loan,40,2022-12-01,12,Repaid,Kotak Mahindra
REC000357,PER00140,Home Loan,241,2013-09-13,180,Active,Bank of Baroda
REC000358,PER00140,Consumer Durable Loan,7,2010-10-18,36,Repaid,ICICI Bank
REC000359,PER00140,Gold Loan,13,2020-09-27,24,Active,IDBI Bank
REC000360,PER00141,Home Loan,216,2024-01-25,360,Repaid,HDFC Bank
REC000361,PER00141,Home Loan,240,2022-02-03,180,Repaid,HDFC Bank
REC000362,PER00141,Personal Loan,52,2024-03-04,36,Repaid,IndusInd Bank
REC000363,PER00141,Home Loan,153,2019-06-01,240,Repaid,ICICI Bank
REC000364,PER00142,Gold Loan,9,2018-02-24,36,Repaid,Bajaj Finserv
REC000365,PER00142,Business Loan,188,2017-04-18,48,Repaid,LIC Housing Finance
REC000366,PER00143,Personal Loan,21,2015-08-04,48,Repaid,Kotak Mahindra
REC000367,PER00143,Education Loan,44,2015-02-25,36,Active,PNB
REC000368,PER00144,Personal Loan,17,2013-05-01,48,Active,Union Bank
REC000369,PER00144,Personal Loan,9,2024-10-20,12,Active,Tata Capital
REC000370,PER00144,Gold Loan,15,2025-05-04,24,Repaid,Canara Bank
REC000371,PER00144,Two-Wheeler Loan,13,2012-07-22,12,Active,Canara Bank
REC000372,PER00145,Home Loan,110,2023-04-15,360,Repaid,IndusInd Bank
REC000373,PER00145,Business Loan,130,2014-06-12,24,Repaid,Bank of Baroda
REC000374,PER00146,Home Loan,215,2018-10-28,240,Repaid,Kotak Mahindra
REC000375,PER00146,Home Loan,117,2023-12-24,240,Repaid,LIC Housing Finance
REC000376,PER00147,Home Loan,50,2015-01-02,360,Defaulted,Bajaj Finserv
REC000377,PER00147,Car Loan,54,2014-07-24,48,Defaulted,Bajaj Finserv
REC000378,PER00147,Personal Loan,30,2010-07-21,12,Repaid,SBI
REC000379,PER00148,Home Loan,337,2018-06-16,120,Defaulted,ICICI Bank
REC000380,PER00148,Home Loan,193,2016-03-19,180,Repaid,LIC Housing Finance
REC000381,PER00148,Personal Loan,29,2017-02-19,24,Repaid,Bank of Baroda
REC000382,PER00150,Home Loan,355,2015-08-27,300,Repaid,Axis Bank
REC000383,PER00150,Home Loan,242,2023-11-02,120,Repaid,LIC Housing Finance
REC000384,PER00150,Business Loan,78,2022-08-15,12,Repaid,Yes Bank
REC000385,PER00151,Home Loan,247,2021-11-07,300,Repaid,IDBI Bank
REC000386,PER00151,Personal Loan,24,2024-03-21,24,Active,PNB
REC000387,PER00151,Personal Loan,21,2023-10-12,24,Repaid,Union Bank
REC000388,PER00151,Home Loan,132,2017-11-02,300,Repaid,Union Bank
REC000389,PER00152,Personal Loan,31,2023-06-25,36,Active,Tata Capital
REC000390,PER00153,Home Loan,84,2016-05-15,300,Defaulted,Kotak Mahindra
REC000391,PER00154,Personal Loan,23,2025-03-15,60,Repaid,Tata Capital
REC000392,PER00155,Education Loan,115,2011-02-08,60,Active,Bajaj Finserv
REC000393,PER00156,Business Loan,44,2013-11-27,60,Active,Union Bank
REC000394,PER00156,Home Loan,160,2021-05-03,180,Active,Axis Bank
REC000395,PER00157,Education Loan,20,2020-02-10,36,Defaulted,Axis Bank
REC000396,PER00157,Car Loan,48,2011-07-28,36,Defaulted,PNB
REC000397,PER00157,Consumer Durable Loan,13,2021-02-04,12,Defaulted,Bank of Baroda
REC000398,PER00158,Gold Loan,9,2021-05-23,12,Repaid,Yes Bank
REC000399,PER00158,Car Loan,40,2025-07-04,36,Repaid,IDBI Bank
REC000400,PER00158,Home Loan,142,2011-01-14,180,Repaid,SBI
REC000401,PER00158,Car Loan,76,2015-04-06,60,Repaid,Canara Bank
REC000402,PER00158,Personal Loan,44,2022-02-05,12,Repaid,Axis Bank
REC000403,PER00160,Business Loan,80,2014-07-24,12,Active,Axis Bank
REC000404,PER00160,Home Loan,201,2010-07-25,360,Repaid,Axis Bank
REC000405,PER00160,Personal Loan,9,2010-10-19,36,Active,Kotak Mahindra
REC000406,PER00161,Home Loan,77,2017-11-14,360,Repaid,IDBI Bank
REC000407,PER00161,Business Loan,65,2021-01-04,60,Repaid,Axis Bank
REC000408,PER00162,Home Loan,114,2024-07-11,300,Defaulted,Tata Capital
REC000409,PER00162,Home Loan,198,2023-08-03,300,Repaid,Tata Capital
REC000410,PER00162,Business Loan,500,2010-07-10,12,Active,PNB
REC000411,PER00162,Personal Loan,94,2025-02-19,48,Active,LIC Housing Finance
REC000412,PER00162,Home Loan,154,2024-07-07,360,Active,Yes Bank
REC000413,PER00162,Two-Wheeler Loan,7,2022-09-12,48,Defaulted,IDBI Bank
REC000414,PER00162,Personal Loan,26,2012-02-16,48,Repaid,Tata Capital
REC000415,PER00163,Personal Loan,74,2021-07-08,12,Active,Union Bank
REC000416,PER00163,Home Loan,95,2023-03-28,240,Repaid,HDFC Bank
REC000417,PER00163,Gold Loan,14,2025-06-08,12,Active,ICICI Bank
REC000418,PER00164,Home Loan,409,2023-05-26,300,Repaid,Bank of Baroda
REC000419,PER00165,Car Loan,89,2022-01-24,48,Repaid,Union Bank
REC000420,PER00166,Education Loan,30,2022-07-02,48,Repaid,SBI
REC000421,PER00166,Education Loan,40,2023-02-13,60,Repaid,PNB
REC000422,PER00166,Home Loan,245,2010-08-19,300,Repaid,Axis Bank
REC000423,PER00167,Home Loan,272,2012-11-02,120,Repaid,IDBI Bank
REC000424,PER00167,Education Loan,50,2017-11-12,36,Defaulted,Canara Bank
REC000425,PER00168,Car Loan,59,2017-06-22,48,Repaid,Bajaj Finserv
REC000426,PER00168,Business Loan,104,2015-08-09,12,Repaid,Union Bank
REC000427,PER00168,Home Loan,97,2017-03-07,300,Repaid,Bank of Baroda
REC000428,PER00169,Personal Loan,49,2013-10-13,48,Defaulted,SBI
REC000429,PER00169,Education Loan,39,2016-12-14,60,Repaid,ICICI Bank
REC000430,PER00169,Home Loan,277,2019-02-16,120,Active,IndusInd Bank
REC000431,PER00171,Education Loan,10,2025-08-10,60,Active,PNB
REC000432,PER00171,Home Loan,315,2021-10-15,180,Active,HDFC Bank
REC000433,PER00172,Personal Loan,36,2014-09-20,12,Active,PNB
REC000434,PER00172,Education Loan,46,2010-04-06,36,Repaid,Canara Bank
REC000435,PER00173,Personal Loan,98,2024-07-04,36,Active,IDBI Bank
REC000436,PER00173,Business Loan,339,2017-02-10,12,Active,IndusInd Bank
REC000437,PER00173,Business Loan,104,2022-05-26,60,Repaid,PNB
REC000438,PER00174,Home Loan,244,2016-10-13,240,Active,Bajaj Finserv
REC000439,PER00174,Home Loan,359,2016-10-21,180,Repaid,Axis Bank
REC000440,PER00174,Home Loan,151,2010-07-22,360,Defaulted,SBI
REC000441,PER00175,Business Loan,121,2010-06-26,60,Repaid,SBI
REC000442,PER00175,Personal Loan,35,2023-08-15,60,Repaid,SBI
REC000443,PER00176,Personal Loan,32,2013-06-06,36,Defaulted,HDFC Bank
REC000444,PER00176,Personal Loan,24,2018-07-12,36,Active,LIC Housing Finance
REC000445,PER00176,Car Loan,50,2013-03-26,84,Repaid,IndusInd Bank
REC000446,PER00176,Car Loan,42,2010-07-11,48,Repaid,Axis Bank
REC000447,PER00176,Personal Loan,66,2025-04-08,36,Repaid,Tata Capital
REC000448,PER00176,Home Loan,344,2019-12-13,180,Defaulted,Bank of Baroda
REC000449,PER00177,Gold Loan,6,2019-09-16,36,Repaid,Bank of Baroda
REC000450,PER00177,Personal Loan,21,2021-02-11,60,Defaulted,Tata Capital
REC000451,PER00177,Personal Loan,98,2019-12-04,60,Active,Canara Bank
REC000452,PER00177,Business Loan,466,2014-10-20,36,Defaulted,Canara Bank
REC000453,PER00177,Home Loan,50,2010-04-04,120,Active,PNB
REC000454,PER00178,Education Loan,59,2018-12-12,60,Repaid,HDFC Bank
REC000455,PER00178,Home Loan,94,2024-04-23,120,Repaid,Bajaj Finserv
REC000456,PER00178,Car Loan,68,2024-09-10,48,Active,Tata Capital
REC000457,PER00180,Business Loan,81,2015-11-11,12,Repaid,ICICI Bank
REC000458,PER00181,Home Loan,111,2013-07-22,180,Repaid,Union Bank
REC000459,PER00181,Education Loan,90,2024-08-07,60,Repaid,Tata Capital
REC000460,PER00181,Home Loan,165,2020-01-17,300,Active,PNB
REC000461,PER00181,Home Loan,119,2013-12-22,360,Defaulted,PNB
REC000462,PER00182,Car Loan,46,2022-10-21,84,Repaid,Kotak Mahindra
REC000463,PER00182,Home Loan,144,2013-02-22,180,Repaid,Axis Bank
REC000464,PER00183,Home Loan,109,2012-06-06,300,Defaulted,Yes Bank
REC000465,PER00184,Education Loan,90,2022-12-02,36,Active,Canara Bank
REC000466,PER00184,Personal Loan,16,2013-03-10,36,Repaid,Bajaj Finserv
REC000467,PER00185,Personal Loan,95,2025-07-21,36,Repaid,Union Bank
REC000468,PER00185,Car Loan,37,2019-07-02,48,Active,IDBI Bank
REC000469,PER00185,Home Loan,129,2020-08-18,240,Active,ICICI Bank
REC000470,PER00187,Home Loan,359,2019-05-22,360,Defaulted,Axis Bank
REC000471,PER00188,Personal Loan,67,2025-04-07,48,Active,ICICI Bank
REC000472,PER00189,Home Loan,198,2022-07-24,360,Repaid,Tata Capital
REC000473,PER00189,Business Loan,173,2017-02-26,48,Repaid,Bank of Baroda
REC000474,PER00189,Education Loan,50,2025-04-24,36,Defaulted,Bajaj Finserv
REC000475,PER00190,Home Loan,162,2012-07-14,300,Repaid,Bajaj Finserv
REC000476,PER00191,Personal Loan,9,2020-04-23,36,Defaulted,Union Bank
REC000477,PER00191,Home Loan,180,2024-03-17,300,Defaulted,Bank of Baroda
REC000478,PER00191,Home Loan,352,2024-06-02,360,Active,Union Bank
REC000479,PER00191,Home Loan,203,2016-01-20,300,Repaid,Union Bank
REC000480,PER00192,Personal Loan,34,2024-01-17,24,Defaulted,Bank of Baroda
REC000481,PER00192,Car Loan,36,2021-03-05,60,Repaid,Axis Bank
REC000482,PER00192,Education Loan,90,2018-07-04,60,Defaulted,Bank of Baroda
REC000483,PER00193,Business Loan,150,2012-08-20,24,Defaulted,ICICI Bank
REC000484,PER00193,Personal Loan,64,2013-08-19,36,Defaulted,LIC Housing Finance
REC000485,PER00194,Personal Loan,17,2015-01-10,48,Active,IndusInd Bank
REC000486,PER00194,Personal Loan,54,2013-06-15,36,Active,Axis Bank
REC000487,PER00194,Home Loan,233,2020-03-21,360,Repaid,IndusInd Bank
REC000488,PER00194,Gold Loan,29,2022-09-22,12,Active,Axis Bank
REC000489,PER00195,Personal Loan,16,2020-09-26,12,Repaid,ICICI Bank
REC000490,PER00195,Home Loan,111,2023-04-13,120,Repaid,Canara Bank
REC000491,PER00195,Car Loan,54,2014-06-20,48,Repaid,Kotak Mahindra
REC000492,PER00196,Car Loan,47,2015-11-20,36,Repaid,PNB
REC000493,PER00196,Car Loan,57,2015-10-04,36,Repaid,HDFC Bank
REC000494,PER00197,Personal Loan,56,2018-02-28,48,Active,ICICI Bank
REC000495,PER00198,Education Loan,81,2023-06-11,48,Defaulted,Tata Capital
REC000496,PER00199,Consumer Durable Loan,10,2017-08-22,36,Defaulted,LIC Housing Finance
REC000497,PER00200,Home Loan,134,2023-05-15,180,Defaulted,PNB
REC000498,PER00200,Home Loan,276,2011-03-07,240,Defaulted,Bank of Baroda
REC000499,PER00200,Home Loan,133,2019-11-04,240,Defaulted,SBI
REC000500,PER00200,Personal Loan,31,2017-06-02,48,Active,Canara Bank
REC000501,PER00201,Car Loan,57,2022-06-05,60,Active,PNB
REC000502,PER00202,Home Loan,88,2024-03-06,300,Repaid,Bajaj Finserv
REC000503,PER00204,Home Loan,50,2019-11-16,120,Repaid,IDBI Bank
REC000504,PER00205,Home Loan,315,2018-02-13,240,Repaid,HDFC Bank
REC000505,PER00205,Car Loan,78,2024-09-28,60,Repaid,LIC Housing Finance
REC000506,PER00205,Personal Loan,58,2013-09-02,36,Active,Bank of Baroda
REC000507,PER00206,Home Loan,96,2019-07-13,180,Repaid,IDBI Bank
REC000508,PER00206,Home Loan,233,2011-09-23,240,Active,Kotak Mahindra
REC000509,PER00207,Car Loan,69,2017-06-19,48,Active,IDBI Bank
REC000510,PER00207,Personal Loan,68,2020-04-17,60,Defaulted,HDFC Bank
REC000511,PER00207,Car Loan,61,2017-06-13,48,Defaulted,Bank of Baroda
REC000512,PER00208,Personal Loan,100,2025-07-11,36,Repaid,Tata Capital
REC000513,PER00208,Two-Wheeler Loan,3,2014-09-07,36,Repaid,HDFC Bank
REC000514,PER00208,Home Loan,125,2024-08-19,180,Repaid,Axis Bank
REC000515,PER00208,Car Loan,87,2018-05-26,84,Repaid,Bajaj Finserv
REC000516,PER00208,Personal Loan,20,2013-05-22,60,Repaid,IDBI Bank
REC000517,PER00208,Personal Loan,10,2015-06-13,36,Repaid,IndusInd Bank
REC000518,PER00208,Home Loan,178,2014-03-01,240,Repaid,SBI
REC000519,PER00208,Personal Loan,26,2010-04-25,60,Repaid,Tata Capital
REC000520,PER00209,Car Loan,36,2019-03-01,48,Repaid,IndusInd Bank
REC000521,PER00209,Home Loan,117,2011-09-13,360,Repaid,Yes Bank
REC000522,PER00209,Home Loan,86,2021-08-20,360,Active,LIC Housing Finance
REC000523,PER00210,Home Loan,573,2011-02-13,300,Active,Canara Bank
REC000524,PER00210,Home Loan,86,2018-08-03,120,Repaid,Union Bank
REC000525,PER00210,Home Loan,505,2019-12-24,120,Active,HDFC Bank
REC000526,PER00210,Car Loan,54,2021-07-07,84,Active,PNB
REC000527,PER00211,Home Loan,261,2022-02-25,360,Repaid,IDBI Bank
REC000528,PER00212,Personal Loan,11,2021-03-15,12,Repaid,Yes Bank
REC000529,PER00212,Personal Loan,23,2012-06-04,36,Active,LIC Housing Finance
REC000530,PER00213,Personal Loan,21,2015-08-18,60,Repaid,Kotak Mahindra
REC000531,PER00213,Personal Loan,56,2017-11-26,36,Repaid,IDBI Bank
REC000532,PER00213,Business Loan,82,2017-07-27,36,Active,Bank of Baroda
REC000533,PER00214,Car Loan,98,2022-08-07,60,Active,Bank of Baroda
REC000534,PER00214,Home Loan,352,2016-09-27,240,Repaid,SBI
REC000535,PER00214,Home Loan,189,2024-01-03,360,Active,ICICI Bank
REC000536,PER00215,Home Loan,122,2011-02-22,180,Repaid,Bank of Baroda
REC000537,PER00215,Personal Loan,25,2011-04-23,36,Defaulted,Bajaj Finserv
REC000538,PER00215,Home Loan,139,2025-04-17,360,Active,Tata Capital
REC000539,PER00216,Home Loan,162,2023-08-27,180,Repaid,Tata Capital
REC000540,PER00217,Gold Loan,15,2020-01-16,24,Repaid,Axis Bank
REC000541,PER00217,Personal Loan,56,2011-06-17,12,Repaid,Axis Bank
REC000542,PER00219,Business Loan,47,2010-08-04,48,Repaid,Union Bank
REC000543,PER00219,Personal Loan,52,2025-01-28,24,Repaid,Axis Bank
REC000544,PER00219,Gold Loan,10,2011-10-24,12,Repaid,HDFC Bank
REC000545,PER00219,Personal Loan,26,2010-05-11,60,Defaulted,LIC Housing Finance
REC000546,PER00220,Home Loan,179,2010-04-14,120,Active,Union Bank
REC000547,PER00220,Home Loan,320,2024-12-10,240,Repaid,Bank of Baroda
REC000548,PER00220,Personal Loan,35,2017-11-06,12,Active,SBI
REC000549,PER00220,Home Loan,74,2012-06-11,300,Active,ICICI Bank
REC000550,PER00220,Personal Loan,43,2011-01-16,24,Repaid,SBI
REC000551,PER00220,Personal Loan,57,2017-06-03,36,Repaid,HDFC Bank
REC000552,PER00220,Gold Loan,15,2022-01-20,60,Defaulted,PNB
REC000553,PER00221,Personal Loan,42,2010-04-10,36,Repaid,Union Bank
REC000554,PER00221,Gold Loan,8,2024-02-14,60,Repaid,Tata Capital
REC000555,PER00221,Personal Loan,19,2025-03-02,24,Repaid,SBI
REC000556,PER00221,Personal Loan,49,2013-01-22,60,Repaid,ICICI Bank
REC000557,PER00221,Personal Loan,53,2022-01-23,24,Repaid,LIC Housing Finance
REC000558,PER00222,Personal Loan,30,2015-07-16,60,Repaid,LIC Housing Finance
REC000559,PER00222,Car Loan,39,2018-07-07,60,Active,LIC Housing Finance
REC000560,PER00223,Gold Loan,21,2023-04-21,48,Repaid,Canara Bank
REC000561,PER00223,Two-Wheeler Loan,9,2024-10-19,48,Defaulted,Yes Bank
REC000562,PER00223,Personal Loan,53,2025-11-18,24,Repaid,Axis Bank
REC000563,PER00224,Car Loan,47,2014-11-21,48,Repaid,IndusInd Bank
REC000564,PER00224,Home Loan,168,2017-01-17,360,Active,Yes Bank
REC000565,PER00224,Home Loan,138,2010-05-18,180,Repaid,PNB
REC000566,PER00225,Home Loan,160,2018-01-04,180,Repaid,IndusInd Bank
REC000567,PER00225,Car Loan,69,2020-12-09,36,Repaid,LIC Housing Finance
REC000568,PER00225,Home Loan,481,2023-12-17,180,Active,ICICI Bank
REC000569,PER00226,Personal Loan,55,2019-03-08,48,Active,Bank of Baroda
REC000570,PER00226,Car Loan,71,2023-04-16,84,Active,Tata Capital
REC000571,PER00227,Car Loan,42,2025-07-09,48,Repaid,Canara Bank
REC000572,PER00227,Car Loan,45,2013-03-20,84,Active,Union Bank
REC000573,PER00227,Car Loan,54,2021-01-12,48,Repaid,Bajaj Finserv
REC000574,PER00227,Car Loan,86,2014-12-16,84,Repaid,Canara Bank
REC000575,PER00228,Education Loan,116,2025-04-14,84,Repaid,IDBI Bank
REC000576,PER00228,Car Loan,53,2015-04-22,48,Repaid,Union Bank
REC000577,PER00229,Education Loan,89,2020-05-11,60,Repaid,Canara Bank
REC000578,PER00229,Education Loan,37,2012-06-17,48,Repaid,PNB
REC000579,PER00229,Business Loan,107,2015-08-10,60,Repaid,Tata Capital
REC000580,PER00229,Home Loan,112,2016-02-09,180,Repaid,SBI
REC000581,PER00229,Education Loan,60,2024-03-01,84,Repaid,Canara Bank
REC000582,PER00230,Car Loan,56,2017-03-11,60,Repaid,IDBI Bank
REC000583,PER00230,Personal Loan,9,2014-04-10,60,Active,IndusInd Bank
REC000584,PER00230,Education Loan,53,2019-12-14,84,Repaid,PNB
REC000585,PER00230,Business Loan,75,2018-01-26,60,Defaulted,IDBI Bank
REC000586,PER00230,Business Loan,164,2023-10-06,12,Defaulted,Bank of Baroda
REC000587,PER00230,Personal Loan,100,2023-07-24,12,Repaid,IndusInd Bank
REC000588,PER00231,Education Loan,47,2020-07-02,36,Repaid,Tata Capital
REC000589,PER00232,Home Loan,400,2012-02-22,180,Repaid,IndusInd Bank
REC000590,PER00232,Car Loan,30,2023-12-21,48,Repaid,SBI
REC000591,PER00232,Two-Wheeler Loan,19,2013-10-19,24,Repaid,ICICI Bank
REC000592,PER00232,Home Loan,270,2020-06-16,120,Repaid,HDFC Bank
REC000593,PER00232,Home Loan,280,2014-10-22,360,Repaid,ICICI Bank
REC000594,PER00232,Business Loan,88,2020-10-26,48,Active,IDBI Bank
REC000595,PER00233,Personal Loan,36,2016-08-28,12,Defaulted,PNB
REC000596,PER00233,Personal Loan,47,2018-05-14,24,Active,IndusInd Bank
REC000597,PER00234,Home Loan,97,2021-10-05,360,Defaulted,Bajaj Finserv
REC000598,PER00234,Home Loan,138,2020-07-08,360,Repaid,Tata Capital
REC000599,PER00236,Personal Loan,29,2023-02-13,24,Defaulted,Canara Bank
REC000600,PER00236,Personal Loan,36,2019-06-04,60,Defaulted,IndusInd Bank
REC000601,PER00236,Car Loan,38,2015-03-10,84,Active,LIC Housing Finance
REC000602,PER00237,Personal Loan,29,2012-09-23,24,Active,Axis Bank
REC000603,PER00237,Personal Loan,38,2024-02-15,48,Repaid,IDBI Bank
REC000604,PER00238,Car Loan,34,2019-06-07,48,Repaid,Bank of Baroda
REC000605,PER00238,Education Loan,40,2013-07-23,48,Active,IndusInd Bank
REC000606,PER00239,Personal Loan,31,2019-09-15,60,Active,Axis Bank
REC000607,PER00239,Two-Wheeler Loan,14,2023-12-04,36,Defaulted,Bank of Baroda
REC000608,PER00239,Business Loan,139,2019-07-22,60,Repaid,Kotak Mahindra
REC000609,PER00239,Consumer Durable Loan,9,2014-05-15,12,Repaid,Bajaj Finserv
REC000610,PER00240,Home Loan,93,2014-04-27,180,Active,Kotak Mahindra
REC000611,PER00240,Consumer Durable Loan,3,2014-10-10,24,Repaid,IDBI Bank
REC000612,PER00240,Education Loan,43,2014-08-01,84,Active,Tata Capital
REC000613,PER00240,Home Loan,142,2024-04-08,240,Repaid,Axis Bank
REC000614,PER00240,Car Loan,63,2022-08-01,48,Repaid,SBI
REC000615,PER00240,Consumer Durable Loan,7,2018-01-07,24,Repaid,IDBI Bank
REC000616,PER00240,Gold Loan,5,2017-07-20,48,Repaid,Yes Bank
REC000617,PER00241,Home Loan,170,2014-03-09,240,Active,Bajaj Finserv
REC000618,PER00241,Personal Loan,19,2022-02-21,36,Defaulted,SBI
REC000619,PER00242,Home Loan,185,2010-11-15,180,Repaid,Axis Bank
REC000620,PER00242,Education Loan,59,2014-07-18,36,Active,Kotak Mahindra
REC000621,PER00242,Personal Loan,16,2015-09-05,48,Active,Bajaj Finserv
REC000622,PER00242,Home Loan,153,2012-08-14,360,Repaid,Yes Bank
REC000623,PER00242,Car Loan,58,2020-03-13,84,Repaid,PNB
REC000624,PER00242,Home Loan,63,2010-10-15,240,Repaid,Tata Capital
REC000625,PER00243,Car Loan,91,2023-02-07,84,Repaid,Bank of Baroda
REC000626,PER00243,Home Loan,411,2017-03-03,180,Repaid,IDBI Bank
REC000627,PER00243,Car Loan,69,2016-04-25,84,Defaulted,Union Bank
REC000628,PER00245,Personal Loan,31,2019-12-26,12,Repaid,Tata Capital
REC000629,PER00245,Home Loan,217,2012-12-27,180,Repaid,Bank of Baroda
REC000630,PER00246,Home Loan,241,2019-03-03,360,Repaid,SBI
REC000631,PER00246,Car Loan,35,2016-08-17,84,Repaid,PNB
REC000632,PER00247,Consumer Durable Loan,3,2021-09-08,60,Active,Tata Capital
REC000633,PER00247,Home Loan,115,2015-01-04,120,Repaid,Yes Bank
REC000634,PER00248,Business Loan,42,2021-10-12,60,Repaid,Kotak Mahindra
REC000635,PER00248,Home Loan,196,2022-08-10,120,Repaid,Bank of Baroda
REC000636,PER00249,Gold Loan,32,2011-03-08,36,Repaid,Bajaj Finserv
REC000637,PER00249,Personal Loan,61,2018-04-25,24,Repaid,Yes Bank
REC000638,PER00250,Business Loan,80,2015-04-25,48,Repaid,IndusInd Bank
REC000639,PER00251,Personal Loan,52,2024-10-15,24,Repaid,IDBI Bank
REC000640,PER00251,Education Loan,13,2020-05-23,84,Active,Bajaj Finserv
REC000641,PER00251,Education Loan,124,2022-11-26,36,Repaid,Kotak Mahindra
REC000642,PER00252,Car Loan,69,2025-06-26,60,Repaid,Tata Capital
REC000643,PER00252,Home Loan,212,2010-06-26,240,Active,PNB
REC000644,PER00254,Home Loan,206,2012-02-18,300,Repaid,Canara Bank
REC000645,PER00254,Home Loan,106,2022-10-18,300,Repaid,PNB
REC000646,PER00254,Home Loan,51,2015-01-03,180,Defaulted,Canara Bank
REC000647,PER00254,Car Loan,90,2021-10-08,36,Repaid,Union Bank
REC000648,PER00254,Home Loan,290,2025-05-03,300,Active,Bajaj Finserv
REC000649,PER00255,Business Loan,137,2020-08-08,12,Repaid,Bank of Baroda
REC000650,PER00256,Home Loan,213,2019-10-22,300,Repaid,Bank of Baroda
REC000651,PER00256,Personal Loan,30,2022-06-28,60,Repaid,Yes Bank
REC000652,PER00257,Business Loan,178,2019-07-10,48,Repaid,Canara Bank
REC000653,PER00257,Home Loan,319,2018-09-21,240,Active,Canara Bank
REC000654,PER00258,Business Loan,174,2021-06-05,48,Active,Axis Bank
REC000655,PER00258,Car Loan,59,2013-09-15,60,Active,Union Bank
REC000656,PER00258,Home Loan,174,2025-12-13,180,Defaulted,IndusInd Bank
REC000657,PER00258,Home Loan,181,2025-08-16,240,Defaulted,Bank of Baroda
REC000658,PER00259,Gold Loan,11,2021-07-17,24,Repaid,LIC Housing Finance
REC000659,PER00259,Home Loan,339,2024-07-04,300,Repaid,Axis Bank
REC000660,PER00259,Home Loan,50,2012-06-04,120,Repaid,Canara Bank
REC000661,PER00259,Personal Loan,97,2014-03-22,36,Active,PNB
REC000662,PER00260,Home Loan,96,2024-07-22,180,Repaid,IDBI Bank
REC000663,PER00261,Home Loan,330,2013-02-19,120,Active,PNB
REC000664,PER00261,Business Loan,58,2023-07-12,36,Defaulted,Canara Bank
REC000665,PER00261,Two-Wheeler Loan,1,2019-11-17,60,Active,Yes Bank
